episode,speakers,utterances,emotions,cleaned_utterances,hindi_utterances,english_utterances
monishasspeechonmaya.wmv,sahil,replica,neutral,replica,रेप्लिच,replica
monishasspeechonmaya.wmv,monisha,han meri sas mujhe apni replica banana chahti hai. aur agar vah kamyab ho gai to sabse jyada khushi mujhe hogi. kyunki maya sara bhai jaisa koi nahin agar main unke replica band sakhi tu ja mere saubhagya hoga. sach meri saas kabhi mera maa nahin ban sakti.aur ishime meri valai hain.thank you jay hind.,joy,han meri sa mujhe apni replica banana chahti hai aur agar vah kamyab ho gai sabse jyada khushi mujhe hogi kyunki maya sara bhai jaisa koi nahin agar main unke replica band sakhi tu ja mere saubhagya hoga sach meri saas kabhi mera maa nahin ban ishime meri valai jay hind,हन् मेरि सस् मुझे अप्नि रेप्लिच बनन चह्ति है। और् अगर् वह् कम्यब् हो गै तो सब्से ज्यद खुशि मुझे होगि। क्युन्कि मय सर भै जैस कोइ नहिन् अगर् मैन् उन्के रेप्लिच बन्द् सखि तु ज मेरे सौभग्य होग। सच् मेरि सास् कभि मेर मा नहिन् बन् सक्तिऽउर् इशिमे मेरि वलै हैन्।थन्क् योउ जय् हिन्द्।,"Yes, my mother-in-law wants me to make her replica. And if I succeed then I will be the happiest. Because there is no one like Maya Sara Bhai, if I could see you in my replica band then I would be blessed. True, my mother-in-law was never my mother but Shakti.and she is my lover.Thank you Jai Hind."
monishasuicideattempt.wmv,indravardhan,good morning maya,neutral,good morning maya,गूद् मोर्निन्ग् मय,good morning maya
monishasuicideattempt.wmv,maya,good morning sweetie,joy,good morning sweetie,गूद् मोर्निन्ग् स्वीतिए,good morning sweetie
monishasuicideattempt.wmv,indravardhan,nashta nashta nashta,neutral,nashta nashta nashta,नश्त नश्त नश्त,breakfast breakfast breakfast
monishasuicideattempt.wmv,maya,vitthal sabko nashta do,neutral,vitthal sabko nashta,वित्थल् सब्को नश्त दो,vitthal everyone has breakfast
monishasuicideattempt.wmv,indravardhan,main dudh hargis nahin piyunga. maya mujhe diaria hai subah se 6 bar ja chuka hun main,sadness,main dudh hargis nahin piyunga maya mujhe diaria hai subah se bar ja chuka hun main,मैन् दुध् हर्गिस् नहिन् पियुन्ग। मय मुझे दिअरिअ है सुबह् से ६ बर् ज चुक हुन् मैन्,"Never drink main milk. Maya is my daily routine, I have been there 6 times since morning."
monishasuicideattempt.wmv,vitthal,"accha to ye vegetable burger wale smash potato, ye grill sandwich kon khayega?",neutral,accha ye vegetable burger wale smash potato ye grill sandwich kon khayega,"अच्च तो ये वेगेतब्ले बुर्गेर् वले स्मश् पोततो, ये ग्रिल्ल् सन्द्विच् कोन् खयेग?",Who will eat this vegetable burger and smash potato? Who will eat this grill sandwich?
monishasuicideattempt.wmv,maya,ek kam karo strawberry milkshake ke sath rosesh baba ko de aao.,neutral,ek kam karo strawberry milkshake ke sath rosesh baba ko de aao,एक् कम् करो स्त्रव्बेर्र्य् मिल्क्शके के सथ् रोसेश् बब को दे आओ।,Do one thing and give it to Rosesh Baba with strawberry milkshake.
monishasuicideattempt.wmv,indravardhan,dr? .. haa... ha boliye dr saab.. meri report galat hai. mujhe diaria nehi hain. maya good news mujhe diarrhoea nahin hai. main kha sakta hun vah sab.,joy,dr haa ha boliye dr saab meri report galat hai mujhe diaria nehi hain maya good news mujhe diarrhoea nahin hai main kha sakta hun vah sab,द्र्? ॥ हा॥। ह बोलिये द्र् साब्॥ मेरि रेपोर्त् गलत् है। मुझे दिअरिअ नेहि हैन्। मय गूद् नेव्स् मुझे दिअर्र्होएअ नहिन् है। मैन् ख सक्त हुन् वह् सब्।,dr? .. Haa... Dr Saab said... my report is wrong. I don't have a daily routine. maya good news I don't have diarrhea. I can eat everything.
monishasuicideattempt.wmv,maya,achha? to subhe se 6 baar toilet kyon gaye the? aisehi,neutral,achha subhe se baar toilet kyon gaye aisehi,अछ? तो सुभे से ६ बार् तोइलेत् क्योन् गये थे? ऐसेहि,ok? Why did you go to the toilet 6 times since morning? aisehi
monishasuicideattempt.wmv,indravardhan,vah to safety ke liye halaki mujhe pura yakin tha mujhe diaria nahin hai magar maine kaha chand kyon lena,neutral,vah safety ke liye halaki mujhe pura yakin tha mujhe diaria nahin hai magar maine kaha chand kyon lena,वह् तो सफ़ेत्य् के लिये हलकि मुझे पुर यकिन् थ मुझे दिअरिअ नहिन् है मगर् मैने कह चन्द् क्योन् लेन,That's for safety's sake even though I'm sure I don't have a diary but I said why take the moon?
monishasuicideattempt.wmv,maya,tu supposing agar tumhari galat report mein khansi jukam hota to tum uhi subah se khas te yah chikte? just to be on the safe site haan? such a lier indu. vitthal do unko nashta,joy,tu supposing agar tumhari galat report mein khansi jukam hota tum uhi subah se khas te yah chikte safe site haan lier indu vitthal unko nashta,तु सुप्पोसिन्ग् अगर् तुम्हरि गलत् रेपोर्त् मेइन् खन्सि जुकम् होत तो तुम् उहि सुबह् से खस् ते यह् चिक्ते? जुस्त् तो बे ओन् थे सफ़े सिते हान्? सुच् अ लिएर् इन्दु। वित्थल् दो उन्को नश्त,You are supposing that if you had a cough and cold in your wrong report then you would have noticed this especially since that morning? just to be on the safe site haan? such a liar indu. vitthal do your breakfast
monishasuicideattempt.wmv,indravardhan,jaldi la jaldi la ya dudh,neutral,jaldi la jaldi la ya dudh,जल्दि ल जल्दि ल य दुध्,hurry up hurry up the milk
monishasuicideattempt.wmv,maya,achcha itna jyada mat khana maine pineapple pudding walnut cake and alu motar katlets bhi banaye hai breakfast mein.im so happy for my home so happy. kahan ho tum rosesh?,joy,achcha itna jyada mat khana maine pineapple pudding walnut cake alu motar katlets bhi banaye hai breakfast happy home happy kahan ho tum rosesh,अच्च इत्न ज्यद मत् खन मैने पिनेअप्प्ले पुद्दिन्ग् वल्नुत् चके अन्द् अलु मोतर् कत्लेत्स् भि बनये है ब्रेअक्फ़स्त् मेइन्।इम् सो हप्प्य् फ़ोर् म्य् होमे सो हप्प्य्। कहन् हो तुम् रोसेश्?,"But I eat so much food, I also make pineapple pudding, walnut cake and aluminum cutlets for breakfast. I am so happy for my home so happy. where are you Rosesh?"
monishasuicideattempt.wmv,indravardhan,kya baat hai subah subah maya itni khush kyon hai? jarur daal mein kuch kaala hai,fear,kya baat hai subah subah maya itni khush kyon hai jarur daal mein kuch kaala hai,क्य बात् है सुबह् सुबह् मय इत्नि खुश् क्योन् है? जरुर् दाल् मेइन् कुच् काल है,"What's the matter, why are you so happy in the morning Maya? there is definitely some blackness in the lentils"
monishasuicideattempt.wmv,vitthal,mujhe pata hai sahab memsaab itni khush kyon hai,neutral,mujhe pata hai sahab memsaab itni khush kyon hai,मुझे पत है सहब् मेम्साब् इत्नि खुश् क्योन् है,I wonder why you are so happy sir?
monishasuicideattempt.wmv,indravardhan,to jaldi batao na,anger,jaldi batao na,तो जल्दि बतओ न,tell me quickly
monishasuicideattempt.wmv,vitthal,gossip ossip karna mujhe achcha nahin lagta,neutral,gossip ossip karna mujhe achcha nahin lagta,गोस्सिप् ओस्सिप् कर्न मुझे अच्च नहिन् लग्त,I don't like gossiping.
monishasuicideattempt.wmv,indravardhan,vitthal yah le sau rupaiya bata,neutral,vitthal yah le sau rupaiya bata,वित्थल् यह् ले सौ रुपैय बत,vitthal he bought hundred rupees
monishasuicideattempt.wmv,vitthal,vaise gossip karna mujhe itna bura bhi nahin lagta lekin,joy,vaise gossip karna mujhe itna bura bhi nahin lagta lekin,वैसे गोस्सिप् कर्न मुझे इत्न बुर भि नहिन् लग्त लेकिन्,gossiping like this doesn't seem so bad to me but
monishasuicideattempt.wmv,indravardhan,le 200 rupaiya ab bata,neutral,le rupaiya ab bata,ले २०० रुपैय अब् बत,le 200 rupees ab bata
monishasuicideattempt.wmv,vitthal,saheb gossip karna mujhe achcha lagta hai lekin,joy,saheb gossip karna mujhe achcha lagta hai lekin,सहेब् गोस्सिप् कर्न मुझे अच्च लग्त है लेकिन्,"Sir, I feel like gossiping but"
monishasuicideattempt.wmv,indravardhan,chorna mujhe sunna hi nahin hai,neutral,chorna mujhe sunna hi nahin hai,चोर्न मुझे सुन्न हि नहिन् है,Chorna mujhe hu nahin hai
monishasuicideattempt.wmv,vitthal,saheb saheb 200 hi de dijiye,neutral,saheb saheb hi de dijiye,सहेब् सहेब् २०० हि दे दिजिये,sir sir 200 hi de dijiye
monishasuicideattempt.wmv,indravardhan,rishwat dena mujhe bilkul pasand nahin hai,contempt,rishwat dena mujhe bilkul pasand nahin hai,रिश्वत् देन मुझे बिल्कुल् पसन्द् नहिन् है,I don't like giving bribe at all
monishasuicideattempt.wmv,vitthal,achcha sau de dijiye bas.,neutral,achcha sau de dijiye ba,अच्च सौ दे दिजिये बस्।,Please give it to me.
monishasuicideattempt.wmv,indravardhan,vaise rishwat dena mujhe itna bhi bura nahin lagta,neutral,vaise rishwat dena mujhe itna bhi bura nahin lagta,वैसे रिश्वत् देन मुझे इत्न भि बुर नहिन् लग्त,Giving bribe like that doesn't seem that bad to me.
monishasuicideattempt.wmv,vitthal,achha 50 chalega,sadness,achha chalega,अछ ५० चलेग,achha 50 chalega
monishasuicideattempt.wmv,indravardhan,aa haa . yah le 50 rupaiya ab chal bata,joy,aa haa yah le rupaiya ab chal bata,आ हा । यह् ले ५० रुपैय अब् चल् बत,aa haa. this is 50 rupees ab chal bata
monishasuicideattempt.wmv,vitthal,sahib cal raat monisha mem sahab aur sahil baba ke bich mein bahut bada jhagada hua . monisha memsaab ne aatmhatya karne ki dhamki de,neutral,sahib cal raat monisha mem sahab aur sahil baba ke bich mein bahut bada jhagada hua monisha memsaab ne aatmhatya karne ki dhamki de,सहिब् चल् रात् मोनिश मेम् सहब् और् सहिल् बब के बिच् मेइन् बहुत् बद झगद हुअ । मोनिश मेम्साब् ने आत्म्हत्य कर्ने कि धम्कि दे,"Sahib, last night there was a lot of excitement between Monisha, Sahib and Sahil Baba. Monisha Memsaab threatened to commit suicide"
monishasuicideattempt.wmv,indravardhan,achha that's it. tabhi to main kaho ki maya rani itni mood per kyon hai?,contempt,achha tabhi main kaho ki maya rani itni mood per kyon hai,अछ थत्'स् इत्। तभि तो मैन् कहो कि मय रनि इत्नि मूद् पेर् क्योन् है?,ok that's it. Then tell me why is Maya Rani in such a mood?
monishasuicideattempt.wmv,maya,indravadan indu aaj film dekhne chalen,joy,indravadan indu aaj film dekhne chalen,इन्द्रवदन् इन्दु आज् फ़िल्म् देख्ने चलेन्,indravadan indu aaj movie dekhne chalen
monishasuicideattempt.wmv,indravardhan,achcha kaun si monisha bani murda. yah bahu kare khud khushi aur sans hasi khushi khushi,contempt,achcha kaun si monisha ban murda yah bahu kare khud khushi aur sans hasi khushi khushi,अच्च कौन् सि मोनिश बनि मुर्द। यह् बहु करे खुद् खुशि और् सन्स् हसि खुशि खुशि,Well who made Monisha dead? This bride makes herself happy and sans hasi happy happy
monishasuicideattempt.wmv,maya,what are you talking about indu?,surprise,talking indu,व्हत् अरे योउ तल्किन्ग् अबोउत् इन्दु?,what are you talking about indu?
monishasuicideattempt.wmv,indravardhan,oh ho ho bholi nhor masum mallika. jaise tumhen pata hi nahin ki sahil aur monisha ka itna bada jhagada hua hai kyon?,contempt,oh ho ho bholi nhor masum mallika jaise tumhen pata hi nahin ki sahil aur monisha ka itna bada jhagada hua hai kyon,ओह् हो हो भोलि न्होर् मसुम् मल्लिक। जैसे तुम्हेन् पत हि नहिन् कि सहिल् और् मोनिश क इत्न बद झगद हुअ है क्योन्?,oh ho ho innocent and innocent Mallika. How did you find out why there was such a big fuss about the beach and Monisha?
monishasuicideattempt.wmv,maya,are o.,neutral,,अरे ओ।,are o.
monishasuicideattempt.wmv,indravardhan,aur tumne man hi man bohut bada darwa kiya hoga naa eee sahil ne ki hai monisha se badi fight aur monisha to khudkhusi karne chali humto pahenege kapre white rang lo.,neutral,aur tumne man hi man bohut bada darwa kiya hoga naa eee sahil ne ki hai monisha se badi fight aur monisha khudkhusi karne chali humto pahenege kapre white rang lo,और् तुम्ने मन् हि मन् बोहुत् बद दर्व किय होग ना ईए सहिल् ने कि है मोनिश से बदि फ़िघ्त् और् मोनिश तो खुद्खुसि कर्ने चलि हुम्तो पहेनेगे कप्रे व्हिते रन्ग् लो।,"And you must have done a lot of harm to me, you have fought a big fight with Monisha and Monisha started making me feel sorry for you, you will wear only white color."
monishasuicideattempt.wmv,maya,stop it indravardhan.,anger,stop indravardhan,स्तोप् इत् इन्द्रवर्धन्।,stop it indravardhan.
neelimaverma.wmv,neelima,i am really really really very sorry doctor sahil agar main abhi aap se milane nahin aati to aapko mujhse milane aana padta meri laaas pahchane.,neutral,really really really sorry doctor sahil agar main abhi aap se milane nahin aati aapko mujhse milane aana padta meri laaas pahchane,इ अम् रेअल्ल्य् रेअल्ल्य् रेअल्ल्य् वेर्य् सोर्र्य् दोच्तोर् सहिल् अगर् मैन् अभि आप् से मिलने नहिन् आति तो आप्को मुझ्से मिलने आन पद्त मेरि लाअस् पह्चने।,I am really really really very sorry doctor Sahil agar main abhi aap mein se mein aati aati aapko mein se mein aapne aap nahi pada meri laas pahchane.
neelimaverma.wmv,sahil,neelima ji stop it please,disgust,neelima ji stop please,नीलिम जि स्तोप् इत् प्लेअसे,neelima ji stop it please
neelimaverma.wmv,neelima,nahin nahin aaj main khud nahin wali thi apni balcony se lekin ruk gai. main 22nd floor mein rahti ho,neutral,nahin nahin aaj main khud nahin wali thi apni balcony se lekin ruk gai main floor mein rahti ho,नहिन् नहिन् आज् मैन् खुद् नहिन् वलि थि अप्नि बल्चोन्य् से लेकिन् रुक् गै। मैन् २२न्द् फ़्लूर् मेइन् रह्ति हो,"Nothing, nothing, today I myself did not walk from my balcony but stopped. I live in the main 22nd floor."
neelimaverma.wmv,monisha,to,surprise,,तो,to
neelimaverma.wmv,neelima,22nd is very unlucky number for me. agar nahin marti to,fear,unlucky number agar nahin marti,२२न्द् इस् वेर्य् उन्लुच्क्य् नुम्बेर् फ़ोर् मे। अगर् नहिन् मर्ति तो,22nd is very unlucky number for me. if not marti to
neelimaverma.wmv,monisha,"to ap apne kisi aur padosi ke ghar mein chali jaati 21st,23rd,24th",neutral,ap apne kisi aur padosi ke ghar mein chali jaati,"तो अप् अप्ने किसि और् पदोसि के घर् मेइन् चलि जाति २१स्त्,२३र्द्,२४थ्","to your friend's and neighbor's house on 21st, 23rd, 24th"
neelimaverma.wmv,sahil,monisha hamen in a balcony se kudne se encourage nahin karna chahie alright. just leave us alone for. kya logi tum,neutral,monisha haman balcony se kudne se encourage nahin karna chahie alright leave u alone kya logi tum,मोनिश हमेन् इन् अ बल्चोन्य् से कुद्ने से एन्चोउरगे नहिन् कर्न चहिए अल्रिघ्त्। जुस्त् लेअवे उस् अलोने फ़ोर्। क्य लोगि तुम्,"Monisha Hamen should not encourage jumping from a balcony, okay. just leave us alone for. what are you talking about"
neelimaverma.wmv,neelima,no thanks doctor mein apna fire case dinner karke hi khud ne wali thi ok theek hai agar aap itna hi insist kar rahe tu i have a glass of wine,joy,thanks doctor mein apna fire case dinner karke hi khud ne wali thi ok theek hai agar aap itna hi insist kar rahe tu glass wine,नो थन्क्स् दोच्तोर् मेइन् अप्न फ़िरे चसे दिन्नेर् कर्के हि खुद् ने वलि थि ओक् थीक् है अगर् आप् इत्न हि इन्सिस्त् कर् रहे तु इ हवे अ ग्लस्स् ओफ़् विने,no thanks doctor mein apna fire case dinner karke hi khud ne thi ok thik hai agar aap sohi hi insist tu i have a glass of wine
neelimaverma.wmv,sahil,ok monisha jara apni bedroom ke fridge main se wine lekar aao,neutral,ok monisha jara apni bedroom ke fridge main se wine lekar aao,ओक् मोनिश जर अप्नि बेद्रूम् के फ़्रिद्गे मैन् से विने लेकर् आओ,"Ok Monisha, please bring some wine from your bedroom fridge."
neelimaverma.wmv,monisha,sahil kaun si wali 170 wala 540 wali,neutral,sahil kaun si wali wala wali,सहिल् कौन् सि वलि १७० वल ५४० वलि,sahil si wali 170 wali 540 wali
neelimaverma.wmv,sahil,540 wali le aao darling,neutral,wali le aao darling,५४० वलि ले आओ दर्लिन्ग्,540 wali le aao darling
neelimaverma.wmv,monisha,bahut mahangi,neutral,bahut mahangi,बहुत् महन्गि,very expensive
neelimaverma.wmv,neelima,she is so cute really. ek hi yah hai aur ek mera boyfriend hai jo hamesha kahate rahata hai ki tum se to preity zinta acchi hai. she is so beautiful .she is so hot .she is so gorgeous. aur uske dimples uske dimples to wow. aapko pata hai doctor sahab aajkal to main..... aise ghumta hun.,neutral,cute really ek hi yah hai aur ek mera boyfriend hai jo hamesha kahate rahata hai ki tum se preity zinta acchi hai beautiful hot gorgeous aur uske dimple uske dimple wow aapko pata hai doctor sahab aajkal main aise ghumta hun,शे इस् सो चुते रेअल्ल्य्। एक् हि यह् है और् एक् मेर बोय्फ़्रिएन्द् है जो हमेश कहते रहत है कि तुम् से तो प्रेइत्य् ज़िन्त अच्चि है। शे इस् सो बेऔतिफ़ुल् ।शे इस् सो होत् ।शे इस् सो गोर्गेओउस्। और् उस्के दिम्प्लेस् उस्के दिम्प्लेस् तो वोव्। आप्को पत है दोच्तोर् सहब् आज्कल् तो मैन्॥॥। ऐसे घुम्त हुन्।,"she is so cute really. One is this and one is my boyfriend who always says that Preity Zinta is better than you. she is so beautiful .she is so hot .she is so gorgeous . aur uske dimples uske dimples to wow. You know, Doctor Sahab, today I am the main one…..he roamed around like this."
neelimaverma.wmv,sahil,kyon,surprise,kyon,क्योन्,kyon
neelimaverma.wmv,neelima,preity zinta ko dimple jo hai chaliye chaliye doctor sahil. aap fatafat mujhe preity zinta jaisa banaa dijiye yah lijiye uski tasveer dekhiye. mujhe aisa hi dekhna hai ok.yeah alright. aur haircut aur haircut mujhe kal ho na ho look chahie. but not the lux lux is very tacky you know. aur han mujhe left se thodi wavey. alright se thodi straight.or piche se,neutral,preity zinta ko dimple jo hai chaliye chaliye doctor sahil aap fatafat mujhe preity zinta jaisa banaa dijiye yah lijiye uski tasveer dekhiye mujhe aisa hi dekhna hai alright aur haircut aur haircut mujhe kal ho na ho look chahie lux lux tacky know aur han mujhe left se thodi wavey alright se thodi piche se,प्रेइत्य् ज़िन्त को दिम्प्ले जो है चलिये चलिये दोच्तोर् सहिल्। आप् फ़तफ़त् मुझे प्रेइत्य् ज़िन्त जैस बना दिजिये यह् लिजिये उस्कि तस्वीर् देखिये। मुझे ऐस हि देख्न है ओक्।येअह् अल्रिघ्त्। और् हैर्चुत् और् हैर्चुत् मुझे कल् हो न हो लूक् चहिए। बुत् नोत् थे लुक्ष् लुक्ष् इस् वेर्य् तच्क्य् योउ क्नोव्। और् हन् मुझे लेफ़्त् से थोदि ववेय्। अल्रिघ्त् से थोदि स्त्रैघ्त्।ओर् पिचे से,"Preity Zinta's dimples are the ones who are running on the doctor's side. You quickly make me like Preity Zinta, take a look at her picture. I see it like this ok.yeah alright. Aur haircut aur haircut mujhe ho na ho ho chahiye. but not the lux lux is very tacky you know. And he waved a little to my left. alright se a little straight.or pitch se"
neelimaverma.wmv,sahil,neelima neelima neelima mein ek inecostumeologist hun. aur tum apne aap mein kitni acchi ho,neutral,neelima neelima neelima mein ek inecostumeologist hun aur tum apne aap mein kitni acchi ho,नीलिम नीलिम नीलिम मेइन् एक् इनेचोस्तुमेओलोगिस्त् हुन्। और् तुम् अप्ने आप् मेइन् कित्नि अच्चि हो,Neelima Neelima Neelima is an inecostumeologist. And how good are you in yourself?
neelimaverma.wmv,neelima,really,joy,really,रेअल्ल्य्,really
neelimaverma.wmv,sahil,i mean you are unique tum banke main bahut sundar ho,joy,mean unique tum banke main bahut sundar ho,इ मेअन् योउ अरे उनिक़ुए तुम् बन्के मैन् बहुत् सुन्दर् हो,i mean you are unique tum banke main very beautiful ho
neelimaverma.wmv,neelima,sach?,joy,sach,सच्?,really?
neelimaverma.wmv,sahil,han han tumhara boyfriend sach kaho na pagal hai. tumhari aankhen wow they are gorgeous,joy,han han tumhara boyfriend sach kaho na pagal hai tumhari aankhen wow gorgeous,हन् हन् तुम्हर बोय्फ़्रिएन्द् सच् कहो न पगल् है। तुम्हरि आन्खेन् वोव् थेय् अरे गोर्गेओउस्,han han your boyfriend is really crazy. my eyes wow they are gorgeous
neelimaverma.wmv,neelima,really,joy,really,रेअल्ल्य्,really
neelimaverma.wmv,sahil,believe me and your hairstyle,neutral,believe hairstyle,बेलिएवे मे अन्द् योउर् हैर्स्त्य्ले,believe me and your hairstyle
neelimaverma.wmv,neelima,aur mere hoth,neutral,aur mere hoth,और् मेरे होथ्,and my hands
neelimaverma.wmv,sahil,wo bhi.,neutral,wo bhi,वो भि।,that too.
neelimaverma.wmv,neelima,thank you thank you so much doctor sahil kuch ho gaya hai. kuch hone wala hai.naa naa naa laa raa raa raa.,joy,thank thank much doctor sahil kuch ho gaya hai kuch hone wala naa naa laa raa raa raa,थन्क् योउ थन्क् योउ सो मुच् दोच्तोर् सहिल् कुच् हो गय है। कुच् होने वल हैंआ ना ना ला रा रा रा।,thank you thank you so much doctor Sahil has gone. What is going to happen? Naa naa naa laa raa raa.
neelimaverma.wmv,sahil,brilliant,joy,brilliant,ब्रिल्लिअन्त्,brilliant
neelimaverma.wmv,neelima,thankyou thankyou doctor sahil agar aap mere boyfriend hote tu mere liye tajmahal banate na,neutral,thankyou thankyou doctor sahil agar aap mere boyfriend hote tu mere liye tajmahal banate na,थन्क्योउ थन्क्योउ दोच्तोर् सहिल् अगर् आप् मेरे बोय्फ़्रिएन्द् होते तु मेरे लिये तज्महल् बनते न,thank you thank you doctor sahil agar aap mere boyfriend hote tu me liye tajmahal banate na
neelimaverma.wmv,monisha,uske liye aapko pahle marna padta neelima ji wine,contempt,uske liye aapko pahle marna padta neelima ji wine,उस्के लिये आप्को पह्ले मर्न पद्त नीलिम जि विने,For that you had to kill Neelima ji wine first.
neelimaverma.wmv,neelima,oh she is jealous i can see it in your eyes. kash mera boyfriend bhi itna possessive hota.nevermind. han sar hathi hai aap doctor sahab ab baith jaaiye. mujhe fatafat preity zinta jaisa banaa dijiye aur jaise ki main aapko kaha tha ki mujhe hairstyle yahan se thoda vah bhi yahan se thoda strate,neutral,oh jealous see eye kash mera boyfriend bhi itna possessive han sar hathi hai aap doctor sahab ab baith jaaiye mujhe fatafat preity zinta jaisa banaa dijiye aur jaise ki main aapko kaha tha ki mujhe hairstyle yahan se thoda vah bhi yahan se thoda strate,ओह् शे इस् जेअलोउस् इ चन् सी इत् इन् योउर् एयेस्। कश् मेर बोय्फ़्रिएन्द् भि इत्न पोस्सेस्सिवे होतंएवेर्मिन्द्। हन् सर् हथि है आप् दोच्तोर् सहब् अब् बैथ् जाइये। मुझे फ़तफ़त् प्रेइत्य् ज़िन्त जैस बना दिजिये और् जैसे कि मैन् आप्को कह थ कि मुझे हैर्स्त्य्ले यहन् से थोद वह् भि यहन् से थोद स्त्रते,"oh she is jealous i can see it in your eyes. I wish my boyfriend was also so possessive.nevermind. Yes Sir, you are a doctor, please come and sit with me. Make me look like Preeti Zinta and like I told you that my hairstyle is a little different from here and a little more than that."
neelimaverma.wmv,sahil,neelima neelima neelima you are a psychic case you need a psychiatrist,anger,neelima neelima neelima psychic case need psychiatrist,नीलिम नीलिम नीलिम योउ अरे अ प्स्य्चिच् चसे योउ नीद् अ प्स्य्चिअत्रिस्त्,neelima neelima neelima you are a psychic case you need a psychiatrist
neelimaverma.wmv,neelima,psychiatrist,surprise,psychiatrist,प्स्य्चिअत्रिस्त्,psychiatrist
neelimaverma.wmv,sahil,yeah,anger,yeah,येअह्,yes
neelimaverma.wmv,neelima,yani aapko lagta hai ki main pagal hun. a halkat harami kurte chal fatafat mujhe preity zinta banaa de. varna main teri what laga dungi,anger,yani aapko lagta hai ki main pagal hun halkat harami kurte chal fatafat mujhe preity zinta banaa de varna main teri laga dungi,यनि आप्को लग्त है कि मैन् पगल् हुन्। अ हल्कत् हरमि कुर्ते चल् फ़तफ़त् मुझे प्रेइत्य् ज़िन्त बना दे। वर्न मैन् तेरि व्हत् लग दुन्गि,That means you think I am crazy. A hell bastard's kurta goes and makes me look beautiful. otherwise what did you do to me?
newcar,monisha,sahil ko pta chalega to kya hoga daddy ji? mujhe bhot darr lag rha hai.,fear,sahil ko pta chalega kya hoga daddy ji mujhe bhot darr lag rha hai,सहिल् को प्त चलेग तो क्य होग दद्द्य् जि? मुझे भोत् दर्र् लग् र्ह है।,"What will happen if you reach the shore, daddy? I am feeling very scared."
newcar,indu,are kuch nhi hoga bhyi. tumse sirf tail light hi tuti hai na?,neutral,kuch nhi hoga bhyi tumse sirf tail light hi tuti hai na,अरे कुच् न्हि होग भ्यि। तुम्से सिर्फ़् तैल् लिघ्त् हि तुति है न?,"Nothing will happen. You only have the tail light broken, right?"
newcar,monisha,nhi. wo paint bhi ukhad gya hai and gadi ke seat cover bhi kharab ho gye hai.,sadness,nhi wo paint bhi ukhad gya hai gadi ke seat cover bhi kharab ho gye hai,न्हि। वो पैन्त् भि उखद् ग्य है अन्द् गदि के सेअत् चोवेर् भि खरब् हो ग्ये है।,nhi. The paint has also been peeled off and the seat cover of the car has also been damaged.
newcar,indu,kya? seat cover kese kharab hua?,surprise,kya seat cover kese kharab hua,क्य? सेअत् चोवेर् केसे खरब् हुअ?,what? Why did the seat cover get damaged?
newcar,monisha,"wo, hath me lipstick thi na, wo girr gyi seat par.",fear,wo hath lipstick thi na wo girr gyi seat par,"वो, हथ् मे लिप्स्तिच्क् थि न, वो गिर्र् ग्यि सेअत् पर्।","She, I had lipstick in my hand, she fell on the seat."
newcar,indu,"pagal tumse kaha tha, us waqt lipstick lagane mat betho.",anger,pagal tumse kaha tha u waqt lipstick lagane mat betho,"पगल् तुम्से कह थ, उस् वक़्त् लिप्स्तिच्क् लगने मत् बेथो।","I told you crazy, don't sit while we apply lipstick."
newcar,monisha,me laga nhi rhi thi daddy ji,neutral,laga nhi rhi thi daddy ji,मे लग न्हि र्हि थि दद्द्य् जि,I don't feel like this daddy ji
newcar,indu,to?,neutral,,तो?,to?
newcar,monisha,wo me windshield pe likhne jaa rhi thi ki pehle mene chalai hai. ha ha ha.,neutral,wo windshield pe likhne jaa rhi thi ki pehle mene chalai hai ha ha ha,वो मे विन्द्शिएल्द् पे लिख्ने जा र्हि थि कि पेह्ले मेने चलै है। ह ह ह।,She was writing on the windshield before I drove away. ha ha ha.
newcar,indu,"ke jo kaam kaaj. reverse karna ata nhi hai or ek crore barah lakh ki gadi chalane chali ho. kya pahad tut jata agar maya tumse pehle gadi chala leti? pehle me, pehle me, pehle me ki ratt lagaye bethi thi.",anger,ke jo kaam kaaj reverse karna ata nhi hai ek crore barah lakh ki gadi chalane chali ho kya pahad tut jata agar maya tumse pehle gadi chala leti pehle pehle pehle ki ratt lagaye bethi thi,"के जो काम् काज्। रेवेर्से कर्न अत न्हि है ओर् एक् च्रोरे बरह् लख् कि गदि चलने चलि हो। क्य पहद् तुत् जत अगर् मय तुम्से पेह्ले गदि चल लेति? पेह्ले मे, पेह्ले मे, पेह्ले मे कि रत्त् लगये बेथि थि।","What do you do? You don't know how to reverse or you keep driving a car worth one crore twelve lakh. Would the mountain have fallen if Maya had walked before you? I was the first one, the first one, the first one."
newcar,monisha,"haiila, daddy ji, aap hi ne to kaha tha.",surprise,haiila daddy ji aap hi ne kaha tha,"हैइल, दद्द्य् जि, आप् हि ने तो कह थ।","Hey there, daddy ji, you didn't say that."
newcar,indu,mujhe beech me mat ghaseeto huh monisha. me court me kuch nhi kehne wala judge ke samne. yes.,neutral,mujhe beech mat ghaseeto huh monisha court kuch nhi kehne wala judge ke samne yes,मुझे बीच् मे मत् घसीतो हुह् मोनिश। मे चोउर्त् मे कुच् न्हि केह्ने वल जुद्गे के सम्ने। येस्।,"Monisha, you are sitting in the middle of my bed. I did not say anything in the court in front of the judge. yes."
