episode,speakers,utterances,emotions,cleaned_utterances,hindi_utterances,english_utterances
monishasuicideattempt.wmv,rosesh,monisha bhabhi ka sardanjali main to 22 ghante mein likhi thi dhai ghante mein usse achcha shradhanjali kaise likhun,fear,monisha bhabhi ka sardanjali main ghante mein likhi thi dhai ghante mein usse achcha shradhanjali kaise likhun,मोनिश भभि क सर्दन्जलि मैन् तो २२ घन्ते मेइन् लिखि थि धै घन्ते मेइन् उस्से अच्च श्रधन्जलि कैसे लिखुन्,monisha bhabhi's sardanjali main to 22 hours to write this in two hours how to write a good shradanjali
monishasuicideattempt.wmv,maya,"rosesh rosesh, indu tumne rosesh ko kahi dekha hain?",neutral,rosesh rosesh indu tumne rosesh ko kahi dekha hain,"रोसेश् रोसेश्, इन्दु तुम्ने रोसेश् को कहि देख हैन्?","rosesh rosesh, indu where have you seen rosesh?"
monishasuicideattempt.wmv,indravardhan,mera chehra dekhkar tumhen kya lagta hai,contempt,mera chehra dekhkar tumhen kya lagta hai,मेर चेह्र देख्कर् तुम्हेन् क्य लग्त है,What do you feel after seeing my face?
monishasuicideattempt.wmv,maya,rosesh,neutral,rosesh,रोसेश्,rosesh
monishasuicideattempt.wmv,indravardhan,suno suno suno i will give you a hint ok. mai khush ho meri chehre per muskurahat hai. main jungle ki hiran ki tarah yahan wahan kudak raha hoon. mor ki tarah apni pankh faila kar nach raha hun.bolo bolo,joy,suno suno suno give hint mai khush ho meri chehre per muskurahat hai main jungle ki hiran ki tarah yahan wahan kudak raha hoon mor ki tarah apni pankh faila kar nach raha bolo,सुनो सुनो सुनो इ विल्ल् गिवे योउ अ हिन्त् ओक्। मै खुश् हो मेरि चेह्रे पेर् मुस्कुरहत् है। मैन् जुन्ग्ले कि हिरन् कि तरह् यहन् वहन् कुदक् रह हून्। मोर् कि तरह् अप्नि पन्ख् फ़ैल कर् नच् रह हुन्।बोलो बोलो,"listen listen listen i will give you a hint ok. I am happy, there is a smile on my face. The hoon was jumping here like a deer in the main jungle. He kept spreading his wings like a mother.Bolo bolo"
monishasuicideattempt.wmv,maya,i got the point.rosesh yehan nhi nain.,neutral,got yehan nhi nain,इ गोत् थे पोइन्त्।रोसेश् येहन् न्हि नैन्।,i got the point.rosesh here nhi nain.
monishasuicideattempt.wmv,indravadan,sahi jabab,joy,sahi jabab,सहि जबब्,true answer
monishasuicideattempt.wmv,maya,to kahan hain wo,fear,kahan hain wo,तो कहन् हैन् वो,to where are you
monishasuicideattempt.wmv,indravadan,pata nhi raat ko kahe rahata kuch urgent likhna hai. aur abhi abhi main use terrace per jaate hue dekha,neutral,pata nhi raat ko kahe rahata kuch urgent likhna hai aur abhi abhi main use terrace per jaate hue dekha,पत न्हि रात् को कहे रहत कुच् उर्गेन्त् लिख्न है। और् अभि अभि मैन् उसे तेर्रचे पेर् जाते हुए देख,I don't know how to get relief at night. It is urgent to write. And just now I went to the main use terrace and saw that
monishasuicideattempt.wmv,maya,ok ok ok i get the i know what is it. women's week magazine mujhe ek article likhane ko kaha hai,joy,ok ok ok get know woman week magazine mujhe ek article likhane ko kaha hai,ओक् ओक् ओक् इ गेत् थे इ क्नोव् व्हत् इस् इत्। वोमेन्'स् वीक् मगज़िने मुझे एक् अर्तिच्ले लिखने को कह है,ok ok ok i get the i know what it is. women's week magazine asked me to write an article
monishasuicideattempt.wmv,indravadan,oh ho vampire special issue nikal rahe ho. wo log?,contempt,oh ho vampire special issue nikal rahe ho wo log,ओह् हो वम्पिरे स्पेचिअल् इस्सुए निकल् रहे हो। वो लोग्?,oh ho vampire special issue is out. wo log?
monishasuicideattempt.wmv,maya,ha ha ha . mein maiya sada bhai apne hi sabdo mein rosesh se kaha hai ek paragraph likhane ke liye,neutral,ha ha ha mein maiya sada bhai apne hi sabdo mein rosesh se kaha hai ek paragraph likhane ke liye,ह ह ह । मेइन् मैय सद भै अप्ने हि सब्दो मेइन् रोसेश् से कह है एक् परग्रफ् लिखने के लिये,ha ha ha. My mother always told me in my own words to Rosesh to write a paragraph.
monishasuicideattempt.wmv,indravadan,mein maiya sada bhai apne hi shabdon mein yah likhega roses,contempt,mein maiya sada bhai apne hi shabdon mein yah likhega rose,मेइन् मैय सद भै अप्ने हि शब्दोन् मेइन् यह् लिखेग रोसेस्,I will always write roses in my mother's words.
monishasuicideattempt.wmv,maya,isi mein uljha hoga bechara,neutral,isi mein uljha hoga bechara,इसि मेइन् उल्झ होग बेचर,there will be trouble in this poor guy
monishasuicideattempt.wmv,sahi,mom-dad,neutral,,मोम्-दद्,mom-dad
monishasuicideattempt.wmv,indravadan,hi sahil,neutral,hi sahil,हि सहिल्,hi shore
monishasuicideattempt.wmv,sahil,monisha yahan ayi hai,fear,monisha yahan ayi hai,मोनिश यहन् अयि है,monisha is here
monishasuicideattempt.wmv,maya,mera chehra dekh kar kya lagta hai,joy,mera chehra dekh kar kya lagta hai,मेर चेह्र देख् कर् क्य लग्त है,what do you feel after looking at my face
monishasuicideattempt.wmv,indravadan,haila,surprise,haila,हैल,Haila
monishasuicideattempt.wmv,maya,nahin nahin i hai kyon kya hua,neutral,nahin nahin hai kyon kya hua,नहिन् नहिन् इ है क्योन् क्य हुअ,why what happened
monishasuicideattempt.wmv,sahil,mom uska cell phone switched off a raha hai,fear,mom uska cell phone switched raha hai,मोम् उस्क चेल्ल् फोने स्वित्चेद् ओफ़्फ़् अ रह है,"Mom, her cell phone is switched off."
monishasuicideattempt.wmv,maya,han vah battery bachat rahi hogi na cello ko bar bar recharge karne se ghar ki electricity ka bill jo badh jata hai 10 12 rupaye,contempt,han vah battery bachat rahi hogi na cello ko bar bar recharge karne se ghar ki electricity ka bill jo badh jata hai rupaye,हन् वह् बत्तेर्य् बचत् रहि होगि न चेल्लो को बर् बर् रेचर्गे कर्ने से घर् कि एलेच्त्रिचित्य् क बिल्ल् जो बध् जत है १० १२ रुपये,You must be saving battery by recharging the cell repeatedly which reduces the electricity bill of the house by 10-12 rupees.
monishasuicideattempt.wmv,indravadan,maya monisha madan baat nahin kar rahi hai tum dekh rahi ho na shayad kitna pareshan hai,anger,maya monisha madan baat nahin kar rahi hai tum dekh rahi ho na shayad kitna pareshan hai,मय मोनिश मदन् बात् नहिन् कर् रहि है तुम् देख् रहि हो न शयद् कित्न परेशन् है,"Maya Monisha madan is not talking, you are looking at me, you must be feeling so worried."
monishasuicideattempt.wmv,maya,kya hua darling,neutral,kya hua darling,क्य हुअ दर्लिन्ग्,what happened darling
monishasuicideattempt.wmv,indravadan,kya hua,neutral,kya hua,क्य हुअ,what happened
monishasuicideattempt.wmv,sahil,mom monisha ne suicide note likha hai. main monisha sara bhai. mrityu to sharir ki saheli hai. atma ek anant paheli hai,sadness,mom monisha ne suicide note likha hai main monisha sara bhai mrityu sharir ki saheli hai atma ek anant paheli hai,मोम् मोनिश ने सुइचिदे नोते लिख है। मैन् मोनिश सर भै। म्रित्यु तो शरिर् कि सहेलि है। अत्म एक् अनन्त् पहेलि है,Mom Monisha has written a suicide note. main monisha sara bhai. Death is the friend of the body. the soul is an infinite puzzle
monishasuicideattempt.wmv,indravadan,dikha dikha dikha,neutral,dikha dikha dikha,दिख दिख दिख,dikha dikha dikha
monishasuicideattempt.wmv,sahil,kahiyo gusse mein aakar,fear,kahiyo gusse mein aakar,कहियो गुस्से मेइन् आकर्,where are you angry mein akar
monishasuicideattempt.wmv,maya,nahin nahin nahin vah kuchh nahin karegi,neutral,nahin nahin nahin vah kuchh nahin karegi,नहिन् नहिन् नहिन् वह् कुछ् नहिन् करेगि,"nothing, nothing, nothing, what can you do?"
monishasuicideattempt.wmv,sahil,vah bahut upset thi mom,sadness,vah bahut upset thi mom,वह् बहुत् उप्सेत् थि मोम्,wah bahut upset thi mom
monishasuicideattempt.wmv,maya,i know vo yahan ayi thi,neutral,know vo yahan ayi thi,इ क्नोव् वो यहन् अयि थि,i know where i am
monishasuicideattempt.wmv,sahil,kya,surprise,kya,क्य,kya
monishasuicideattempt.wmv,maya,kah rahi thi mummy ji kahan suna mat bye. fir ho sake hum donon na mile all that main use samjhaya jindagi bhagwan ki ek mahangai gift hai use khud khushi karke yun wast mat karo.,neutral,kah rahi thi mummy ji kahan suna mat bye fir ho sake hum donon na mile main use samjhaya jindagi bhagwan ki ek mahangai gift hai use khud khushi karke yun wast mat karo,कह् रहि थि मुम्म्य् जि कहन् सुन मत् ब्ये। फ़िर् हो सके हुम् दोनोन् न मिले अल्ल् थत् मैन् उसे सम्झय जिन्दगि भग्वन् कि एक् महन्गै गिफ़्त् है उसे खुद् खुशि कर्के युन् वस्त् मत् करो।,"Where are you, mummy, where did you go? Then we both should not get all that main use understanding that life is a precious gift of God, use it by making yourself happy and defeat that waste."
monishasuicideattempt.wmv,sahil,right,neutral,right,रिघ्त्,right
monishasuicideattempt.wmv,maya,aur fir mahangi aur west saath-saath sunkar uski aankhen chamak gai. vah kuchh nahin karegi don't worry,neutral,aur fir mahangi aur west sunkar uski aankhen chamak gai vah kuchh nahin karegi worry,और् फ़िर् महन्गि और् वेस्त् साथ्-साथ् सुन्कर् उस्कि आन्खेन् चमक् गै। वह् कुछ् नहिन् करेगि दोन्'त् वोर्र्य्,And then his eyes began to shine with the sun shining in the sky. wow don't worry
monishasuicideattempt.wmv,indravadan,meri lakh burai thi allah nadi thi mein bahut jahir fir bhi meri pati bane is nadan nadi ka sahil. bin sahil mein sada rahi thi ek kahani dhuri mujhe yad karna kabhi kabhi sahil main itni bhi nahin buri han. maya,neutral,meri lakh burai thi allah nadi thi mein bahut jahir fir bhi meri pati bane nadan nadi ka sahil bin sahil mein sada rahi thi ek kahani dhuri mujhe yad karna kabhi kabhi sahil main itni bhi nahin buri han maya,मेरि लख् बुरै थि अल्लह् नदि थि मेइन् बहुत् जहिर् फ़िर् भि मेरि पति बने इस् नदन् नदि क सहिल्। बिन् सहिल् मेइन् सद रहि थि एक् कहनि धुरि मुझे यद् कर्न कभि कभि सहिल् मैन् इत्नि भि नहिन् बुरि हन्। मय,"My lakhs of evils are very clear in this river of Allah, yet my husband has become the innocent river's bank. There is always a story in the beach that I have to remember sometimes. I am not that bad in the beach. Maya"
monishasuicideattempt.wmv,maya,oh darling come on se kuchh nahin hoga lo uska phone bhi aa geya.,joy,oh darling come se kuchh nahin hoga lo uska phone bhi aa geya,ओह् दर्लिन्ग् चोमे ओन् से कुछ् नहिन् होग लो उस्क फोने भि आ गेय।,oh darling come on there will be nothing but your phone also came.
monishasuicideattempt.wmv,maya,ab sau sal jiye gi wo,sadness,ab sau sal jiye gi wo,अब् सौ सल् जिये गि वो,You have lived so many years
monishasuicideattempt.wmv,sahil,kahan ho tum,fear,kahan ho tum,कहन् हो तुम्,where are you
monishasuicideattempt.wmv,maya,ab kya tum baith k pura letter padhoge,neutral,ab kya tum baith k pura letter padhoge,अब् क्य तुम् बैथ् क् पुर लेत्तेर् पधोगे,"What are you saying now, will you read the full letter?"
monishasuicideattempt.wmv,indravardhan,are bhai monisha ki personality per puri kavita likhi hai,neutral,bhai monisha ki personality per puri kavita likhi hai,अरे भै मोनिश कि पेर्सोनलित्य् पेर् पुरि कवित लिखि है,my brother has written a complete poem on Monisha's personality.
monishasuicideattempt.wmv,maya,monisha ki personality mein itni lambi kavita,surprise,monisha ki personality mein itni lambi kavita,मोनिश कि पेर्सोनलित्य् मेइन् इत्नि लम्बि कवित,such a long poem in monisha's personality
monishasuicideattempt.wmv,maya,vah kavita likhane mein busy tha isliye mera article ka opening paragraph nahin likha. imagine,anger,vah kavita likhane mein busy tha isliye mera article ka opening paragraph nahin likha imagine,वह् कवित लिखने मेइन् बुस्य् थ इस्लिये मेर अर्तिच्ले क ओपेनिन्ग् परग्रफ् नहिन् लिख। इमगिने,He was busy writing poetry so I did not write the opening paragraph of my article. imagine
monishasuicideattempt.wmv,indravadan,monisha ki sardanjali urgent tha vah marne wali thi,neutral,monisha ki sardanjali urgent tha vah marne wali thi,मोनिश कि सर्दन्जलि उर्गेन्त् थ वह् मर्ने वलि थि,Monisha's sardanjali was urgent and she was about to die.
monishasuicideattempt.wmv,maya,per ab vah jinda hai aur uske pass rosesh ki likhi hui sundar kavita hai. aur main yahan artical likhane ke liye struggle kar rahi hun,anger,per ab vah jinda hai aur uske pas rosesh ki likhi hui sundar kavita hai aur main yahan artical likhane ke liye struggle kar rahi hun,पेर् अब् वह् जिन्द है और् उस्के पस्स् रोसेश् कि लिखि हुइ सुन्दर् कवित है। और् मैन् यहन् अर्तिचल् लिखने के लिये स्त्रुग्ग्ले कर् रहि हुन्,But now he is alive and beside him is a beautiful poem written by Rosesh. And I am struggling to write main article here.
monishasuicideattempt.wmv,indravadan,oh ho maiya tum itni struggle kyon kar rahi ho tum bhi likh do na ek artical. main maiya sara bhai mein itni abhagan hun jiska din hai bahut bura bahu ki vah vah karte hue bete ne hi pet mein baccha hai chhoda,contempt,oh ho maiya tum itni struggle kyon kar rahi ho tum bhi likh na ek artical main maiya sara bhai mein itni abhagan hun jiska din hai bahut bura bahu ki vah vah karte hue bete ne hi pet mein baccha hai chhoda,ओह् हो मैय तुम् इत्नि स्त्रुग्ग्ले क्योन् कर् रहि हो तुम् भि लिख् दो न एक् अर्तिचल्। मैन् मैय सर भै मेइन् इत्नि अभगन् हुन् जिस्क दिन् है बहुत् बुर बहु कि वह् वह् कर्ते हुए बेते ने हि पेत् मेइन् बच्च है छोद,"oh mother, why are you struggling so much, why don't you also write an article. I, mother, have been blessed with all my brothers till this day, the son who has been scolding my sister-in-law is a boy in my womb."
monishasuicideattempt.wmv,maya,for once i will agree with you indravadan. is bar sach mein usse mere peeth per chhoda bhukha,sadness,agree indravadan bar sach mein usse mere peeth per chhoda bhukha,फ़ोर् ओन्चे इ विल्ल् अग्री विथ् योउ इन्द्रवदन्। इस् बर् सच् मेइन् उस्से मेरे पीथ् पेर् छोद भुख,"for once I will agree with you indravadan. This time I am truly on my feet, little hungry"
monishasuicideattempt.wmv,indravadan,maiya main to pahle se hi kahati hun are roses nalayak ladka hai chal himmat mat haro. abhi kuchh nahin bigrah hum ek kam karte hain roses ko kisi mele mein khoke ke aate hain.,neutral,maiya main pahle se hi kahati hun rose nalayak ladka hai chal himmat mat haro abhi kuchh nahin bigrah hum ek kam karte hain rose ko kisi mele mein khoke ke aate hain,मैय मैन् तो पह्ले से हि कहति हुन् अरे रोसेस् नलयक् लद्क है चल् हिम्मत् मत् हरो। अभि कुछ् नहिन् बिग्रह् हुम् एक् कम् कर्ते हैन् रोसेस् को किसि मेले मेइन् खोके के आते हैन्।,"Mother always says from the beginning that these are roses, it's a beautiful boy, don't lose courage. Now, without hesitation, we have come to throw roses in a fair."
monishasuicideattempt.wmv,maya,indra i'm serious,sadness,indra serious,इन्द्र इ'म् सेरिओउस्,indra i'm serious
monishasuicideattempt.wmv,indravadan,meri baat suno agale mahine china per ek electronics fair hai ham usko vahan khoke aaenge aur passport faad denge uski paise chhin lenge fir dekhte hain vah chinese hindi mein kavita kaise karta hai,anger,meri baat suno agale mahine china per ek electronics fair hai ham usko vahan khoke aaenge aur passport faad denge uski paisa chhin lenge fir dekhte hain vah chinese hindi mein kavita kaise karta hai,मेरि बात् सुनो अगले महिने चिन पेर् एक् एलेच्त्रोनिच्स् फ़ैर् है हम् उस्को वहन् खोके आएन्गे और् पस्स्पोर्त् फ़ाद् देन्गे उस्कि पैसे छिन् लेन्गे फ़िर् देख्ते हैन् वह् चिनेसे हिन्दि मेइन् कवित कैसे कर्त है,"Listen to me, next month there is an electronics fair in China, we will bring your vehicle and make your passport fade away, take away your money and then see how the Chinese do poetry in Hindi."
monishasuicideattempt.wmv,maya,serve him right,anger,serve right,सेर्वे हिम् रिघ्त्,serve him right
monishasuicideattempt.wmv,indravadan,mein karwaun woh china ki 3 ticket book han 2 return one single,joy,mein karwaun woh china ki ticket book han return one single,मेइन् कर्वौन् वोह् चिन कि ३ तिच्केत् बूक् हन् २ रेतुर्न् ओने सिन्ग्ले,In my journey there are 3 ticket books from China and 2 return one single.
monishasuicideattempt.wmv,rosesh,hi mama,neutral,hi mama,हि मम,hi mama
monishasuicideattempt.wmv,maya,go to the hell,anger,go hell,गो तो थे हेल्ल्,go to hell
monishasuicideattempt.wmv,indravadan,arey! tumne plan change kar diya abhi to ham logon china jaane wale the.,surprise,arey tumne plan change kar diya abhi ham logon china jaane wale,अरेय्! तुम्ने प्लन् चन्गे कर् दिय अभि तो हम् लोगोन् चिन जाने वले थे।,hey! You have changed your plan and now only those people go to China.
monishasuicideattempt.wmv,rosesh,baat kya hai mama,fear,baat kya hai mama,बात् क्य है मम,what are you talking about mom
monishasuicideattempt.wmv,maya,tum acchi tarah jante ho baat kya hai rosesh?,anger,tum acchi tarah jante ho baat kya hai rosesh,तुम् अच्चि तरह् जन्ते हो बात् क्य है रोसेश्?,You know very well what is going on Rosesh?
monishasuicideattempt.wmv,rosesh,mama main aapki artical bhi,neutral,mama main aapki artical bhi,मम मैन् आप्कि अर्तिचल् भि,Mama main aapki article bhi
monishasuicideattempt.wmv,maya,kab aadhe ghante ke andar andar meri dateline khatm ho jaane wali hai fir bhi week magazine nahin chalega mere upar article,sadness,kab aadhe ghante ke andar andar meri dateline khatm ho jaane wali hai fir bhi week magazine nahin chalega mere upar article,कब् आधे घन्ते के अन्दर् अन्दर् मेरि दतेलिने खत्म् हो जाने वलि है फ़िर् भि वीक् मगज़िने नहिन् चलेग मेरे उपर् अर्तिच्ले,"When is my dateline going to end after a few hours, yet the weekly magazine will not continue with my articles."
monishasuicideattempt.wmv,indravadan,kitne hath paon jod kar maya ne unhen manaya tha pata hai tere ko. ke please mera artical shabdon mein barbad ho jaaungi loot jaaungi,sadness,kitne hath paon jod kar maya ne unhen manaya tha pata hai tere ko ke please mera artical shabdon mein barbad ho jaaungi loot jaaungi,कित्ने हथ् पओन् जोद् कर् मय ने उन्हेन् मनय थ पत है तेरे को। के प्लेअसे मेर अर्तिचल् शब्दोन् मेइन् बर्बद् हो जाउन्गि लूत् जाउन्गि,By folding so many hands Maya has convinced him that he has found out about you. ke please my article mein shabdon ho jaungi ho jaungi loot
monishasuicideattempt.wmv,maya,what,anger,,व्हत्,what
monishasuicideattempt.wmv,indravadan,ok,fear,ok,ओक्,ok
monishasuicideattempt.wmv,maya,but it's ok i understand monisha ke liye likhane mein tumhara time bhi hai aur intention bhi samajh sakti hun main aakhir vah tumhari ekloti bhabhi jo theiri.,contempt,ok understand monisha ke liye likhane mein tumhara time bhi hai aur intention bhi samajh sakti hun main aakhir vah tumhari ekloti bhabhi jo theiri,बुत् इत्'स् ओक् इ उन्देर्स्तन्द् मोनिश के लिये लिखने मेइन् तुम्हर तिमे भि है और् इन्तेन्तिओन् भि समझ् सक्ति हुन् मैन् आखिर् वह् तुम्हरि एक्लोति भभि जो थेइरि।,"But it's ok I understand that in writing for Monisha, your time is also there and intention is also understood, after all it is your only sister-in-law."
monishasuicideattempt.wmv,rosesh,abhi to meri ek lauti mama hai,sadness,abhi meri ek lauti mama hai,अभि तो मेरि एक् लौति मम है,till now i have a back mother
monishasuicideattempt.wmv,indravadan,dusron ki 12 maa hoti hai,contempt,dusron ki maa hoti hai,दुस्रोन् कि १२ मा होति है,Dusron's 12th birthday
monishasuicideattempt.wmv,rosesh,meri matlab hai ki mera mama sabse special hai ok,anger,meri matlab hai ki mera mama sabse special hai ok,मेरि मत्लब् है कि मेर मम सब्से स्पेचिअल् है ओक्,I mean my mom is the most special ok
monishasuicideattempt.wmv,indravadan,shut up,disgust,shut,शुत् उप्,shut up
monishasuicideattempt.wmv,rosesh,ok. mama aap special hai,neutral,mama aap special hai,ओक्। मम आप् स्पेचिअल् है,okay. mama you are special
monishasuicideattempt.wmv,maya,oh really sabit karke dikhao agale 3 ghante ki andar meri tarif krti hui shradhanjali likhkar dikhao.3 ghante mein bhi jite ji apna sradhajali padna chahti hu monisha se beta honi chahie. varna main sari zindagi tum se baat nahin karungi,anger,oh really sabit karke dikhao agale ghante ki andar meri tarif krti hui shradhanjali likhkar ghante mein bhi jite ji apna sradhajali padna chahti hu monisha se beta honi chahie varna main sari zindagi tum se baat nahin karungi,ओह् रेअल्ल्य् सबित् कर्के दिखओ अगले ३ घन्ते कि अन्दर् मेरि तरिफ़् क्र्ति हुइ श्रधन्जलि लिख्कर् दिखओ।३ घन्ते मेइन् भि जिते जि अप्न स्रधजलि पद्न चह्ति हु मोनिश से बेत होनि चहिए। वर्न मैन् सरि ज़िन्दगि तुम् से बात् नहिन् करुन्गि,"Oh really try hard and show me the tribute you have made in the next 3 hours. Show me by writing the tribute. Even in 3 hours, I want to pay my tribute. I must be a son of Monisha. Otherwise I will not talk to you for the rest of my life."
monishasuicideattempt.wmv,indravadan,aur main dudh nahin piyunga,anger,aur main dudh nahin piyunga,और् मैन् दुध् नहिन् पियुन्ग,and I will drink no milk
monishasuicideattempt.wmv,maya,your time start now,neutral,time start,योउर् तिमे स्तर्त् नोव्,your time starts now
neelimaverma.wmv,maya,indu indu 3rd floor mein mrs ahuja rahane ayi hai na uske flat mein bhoot hai,fear,indu indu floor mein mr ahuja rahane ayi hai na uske flat mein bhoot hai,इन्दु इन्दु ३र्द् फ़्लूर् मेइन् म्र्स् अहुज रहने अयि है न उस्के फ़्लत् मेइन् भूत् है,indu indu mrs ahuja is living in 3rd floor and there is no ghost in her flat
neelimaverma.wmv,indravardhan,are nahin re baba vah mr ojha hai,neutral,nahin baba vah mr ojha hai,अरे नहिन् रे बब वह् म्र् ओझ है,are not there baba wow mr ojha hai
neelimaverma.wmv,maya,hindu 7th floor main pallavi mebawala ek hi flat mein do do husband's ke sath rahti hai.,contempt,hindu floor main pallavi mebawala ek hi flat mein husband ke sath rahti hai,हिन्दु ७थ् फ़्लूर् मैन् पल्लवि मेबवल एक् हि फ़्लत् मेइन् दो दो हुस्बन्द्'स् के सथ् रह्ति है।,Hindu 7th floor main Pallavi lives with her husband's in a flat.
neelimaverma.wmv,indravardhan,maiya kuchh bolane se pahle soch bhi to liya karo vah dusra aadami uska husband nahin hai uska boyfriend hai,anger,maiya kuchh bolane se pahle soch bhi liya karo vah dusra aadami uska husband nahin hai uska boyfriend hai,मैय कुछ् बोलने से पह्ले सोच् भि तो लिय करो वह् दुस्र आदमि उस्क हुस्बन्द् नहिन् है उस्क बोय्फ़्रिएन्द् है,"Mother, please think before saying anything, that other man is not her husband, he is her boyfriend."
neelimaverma.wmv,maya,really how fascinating. indravadan you know monisha ne mujhe kya kaha kishan ji bhatnagar apni biwi ka salwar kameez pahenta hai.,joy,really fascinating indravadan know monisha ne mujhe kya kaha kishan ji bhatnagar apni biwi ka salwar kameez pahenta hai,रेअल्ल्य् होव् फ़स्चिनतिन्ग्। इन्द्रवदन् योउ क्नोव् मोनिश ने मुझे क्य कह किशन् जि भत्नगर् अप्नि बिवि क सल्वर् कमीज़् पहेन्त है।,really how fascinating. Indravadan you know what Monisha told me Kishan ji Bhatnagar wears his wife's salwar kameez.
neelimaverma.wmv,indravardhan,kya gossip gossip kiye ja rahe ho maya. aur vah bhi galat information sanjeev bhatnagar apni biwi ke salwar kameez nahin naity pahnata hai aur vah bhi tab jab sanjeev makeup karta hai ok so jao good night,neutral,kya gossip gossip kiye ja rahe ho maya aur vah bhi galat information sanjeev bhatnagar apni biwi ke salwar kameez nahin naity pahnata hai aur vah bhi tab jab sanjeev makeup karta hai ok jao good night,क्य गोस्सिप् गोस्सिप् किये ज रहे हो मय। और् वह् भि गलत् इन्फ़ोर्मतिओन् सन्जीव् भत्नगर् अप्नि बिवि के सल्वर् कमीज़् नहिन् नैत्य् पह्नत है और् वह् भि तब् जब् सन्जीव् मकेउप् कर्त है ओक् सो जओ गूद् निघ्त्,What gossip are you gossiping? And that's also wrong information Sanjeev Bhatnagar wears his wife's salwar kameez and not nighty and that's also the tab when Sanjeev does makeup ok so have a good night
neelimaverma.wmv,maya,kya so jao good night mujhse baat to kiya karo later nahin kya so gaye aur main yahan barbad barbad kiya ja raha hun,sadness,kya jao good night mujhse baat kiya karo later nahin kya gaye aur main yahan barbad barbad kiya ja raha hun,क्य सो जओ गूद् निघ्त् मुझ्से बात् तो किय करो लतेर् नहिन् क्य सो गये और् मैन् यहन् बर्बद् बर्बद् किय ज रह हुन्,"Why are you so happy, good night, what did you do to talk to me later, why did you go like this and I am wasting my time here."
neelimaverma.wmv,indravardhan,yah lo phone per baat karotimepass karo,neutral,yah lo phone per baat karotimepass karo,यह् लो फोने पेर् बात् करोतिमेपस्स् करो,This is what you can do on your phone to pass time.
neelimaverma.wmv,maya,hello sara bhai resident sahil beta kya hua fir se kis baat per jhagada monisha,joy,hello sara bhai resident sahil beta kya hua fir se ki baat per jhagada monisha,हेल्लो सर भै रेसिदेन्त् सहिल् बेत क्य हुअ फ़िर् से किस् बात् पेर् झगद मोनिश,hello sara bhai resident sahil beta what happened then why did you fight monisha
neelimaverma.wmv,indravardhan,han han han kitne laddu foot rahe hain man mein kitne din baat pasand hui hai maiya devi,contempt,han han han kitne laddu foot rahe hain man mein kitne din baat pasand hui hai maiya devi,हन् हन् हन् कित्ने लद्दु फ़ूत् रहे हैन् मन् मेइन् कित्ने दिन् बात् पसन्द् हुइ है मैय देवि,han han han how many laddu foot rahe hain man mein how many din baat pasand hui hai maiya devi
neelimaverma.wmv,maya,just shut up indravadan han han tum ajao monisha ko leke aajao. indu mamla bahut serious lag raha hai,fear,shut indravadan han han tum ajao monisha ko leke aajao indu mamla bahut serious lag raha hai,जुस्त् शुत् उप् इन्द्रवदन् हन् हन् तुम् अजओ मोनिश को लेके आजओ। इन्दु मम्ल बहुत् सेरिओउस् लग् रह है,just shut up indravadan han han tum aajao monisha ko leke aajao. indu the matter seems very serious
neelimaverma.wmv,sahil,mom mamla itna sa hai ki monisha bilkul meri baat nahin samajhti.,anger,mom mamla itna sa hai ki monisha bilkul meri baat nahin samajhti,मोम् मम्ल इत्न स है कि मोनिश बिल्कुल् मेरि बात् नहिन् समझ्ति।,"Mom, the matter is such that Monisha did not understand what I said at all."
neelimaverma.wmv,maya,darling tum..ye hai free gift yeha par discount milega madam. aisi sentences bich bich mein kyon nahin bolate tab vah sab samajh jayegi hai na monisha,contempt,darling tum ye hai free gift yeha par discount milega madam aisi sentence bich bich mein kyon nahin bolate tab vah sab samajh jayegi hai na monisha,दर्लिन्ग् तुम्॥ये है फ़्री गिफ़्त् येह पर् दिस्चोउन्त् मिलेग मदम्। ऐसि सेन्तेन्चेस् बिच् बिच् मेइन् क्योन् नहिन् बोलते तब् वह् सब् समझ् जयेगि है न मोनिश,"Darling you...this is a free gift, you will get a discount on it madam. Monisha"
neelimaverma.wmv,monisha,kya khak samjhunga main yah baat hi nahin karta to pichhle 3 din se roj ghar aata hai khana khata hai aur so jata hai to main kahan me samjhungi . dady ji,anger,kya khak samjhunga main yah baat hi nahin karta pichhle din se roj ghar aata hai khana khata hai aur jata hai main kahan samjhungi dady ji,क्य खक् सम्झुन्ग मैन् यह् बात् हि नहिन् कर्त तो पिछ्ले ३ दिन् से रोज् घर् आत है खन खत है और् सो जत है तो मैन् कहन् मे सम्झुन्गि । दद्य् जि,"What kind of food do I understand, I don't understand this thing, I have come home every day for the last 3 days, I eat food and so it seems that I don't understand this. daddy ji"
